Date,Confirmed,Deaths,Recovered,Active,Notifications,Negative,UnderInvestigation,UnderInvestigationDeaths,URCOccupancy,NewCases,NewDeaths,NewNegative,NewNotifications,NewInvestigation,NegativeRate
2021-01-29 00:00:00,16449,337.0,16038.0,74.0,60896,41992,2455,2.0,0.679,153.0,1.0,398.0,553.0,1.0,0.6895691014188124
2021-01-30 00:00:00,16577,338.0,16167.0,72.0,61418,42223,2618,2.0,0.7040000000000001,128.0,1.0,231.0,522.0,0.0,0.6874694714904426
2021-01-31 00:00:00,16595,340.0,16179.0,76.0,61519,42239,2685,0.0,0.679,18.0,2.0,16.0,101.0,-2.0,0.6866008875306816
2021-02-01 00:00:00,16624,341.0,16212.0,71.0,61698,42263,2811,1.0,0.691,29.0,1.0,24.0,179.0,1.0,0.6849978929624947
2021-02-02 00:00:00,16841,342.0,16426.0,73.0,62354,42520,2993,1.0,0.685,217.0,1.0,257.0,656.0,0.0,0.6819129486480419
2021-02-03 00:00:00,17002,344.0,16585.0,73.0,62932,42760,3170,1.0,0.63,161.0,2.0,240.0,578.0,0.0,0.6794635479565245
2021-02-04 00:00:00,17144,346.0,16723.0,75.0,63523,43015,3364,1.0,0.62,142.0,2.0,255.0,591.0,0.0,0.6771563055901012
2021-02-05 00:00:00,17292,348.0,16877.0,67.0,63990,43227,3471,2.0,0.5429999999999999,148.0,2.0,212.0,467.0,1.0,0.6755274261603376
2021-02-06 00:00:00,17416,350.0,16988.0,78.0,64376,43453,3507,1.0,0.598,124.0,2.0,226.0,386.0,-1.0,0.6749875730085746
2021-02-07 00:00:00,17432,351.0,17002.0,79.0,64473,43455,3586,1.0,0.598,16.0,1.0,2.0,97.0,0.0,0.674003071052999
2021-02-08 00:00:00,17458,354.0,17030.0,74.0,64632,43477,3697,2.0,0.565,26.0,3.0,22.0,159.0,1.0,0.6726853570986508
2021-02-09 00:00:00,17628,354.0,17203.0,71.0,65109,43695,3786,3.0,0.5870000000000001,170.0,0.0,218.0,477.0,1.0,0.6711053771368014
2021-02-10 00:00:00,17723,356.0,17296.0,71.0,65499,43881,3895,2.0,0.5760000000000001,95.0,2.0,186.0,390.0,-1.0,0.6699491595291531
2021-02-11 00:00:00,17834,358.0,17404.0,72.0,66036,44779,3423,3.0,0.565,111.0,2.0,898.0,537.0,1.0,0.6780998243382398
2021-02-12 00:00:00,17968,359.0,17539.0,70.0,66521,45710,2843,2.0,0.5760000000000001,134.0,1.0,931.0,485.0,-1.0,0.6871514258655161
2021-02-13 00:00:00,18103,361.0,17672.0,70.0,66969,45987,2879,1.0,0.5870000000000001,135.0,2.0,277.0,448.0,-1.0,0.6866908569636697
2021-02-14 00:00:00,18124,364.0,17698.0,62.0,67079,46007,2948,5.0,0.511,21.0,3.0,20.0,110.0,4.0,0.6858629377301391
2021-02-15 00:00:00,18150,366.0,17716.0,68.0,67230,46591,2489,3.0,0.565,26.0,2.0,584.0,151.0,-2.0,0.6930090733303584
2021-02-16 00:00:00,18308,366.0,17874.0,68.0,67729,46846,2578,3.0,0.598,158.0,0.0,255.0,499.0,0.0,0.6916682661784465
2021-02-17 00:00:00,18491,367.0,18053.0,71.0,68265,47595,2179,1.0,0.62,183.0,1.0,749.0,536.0,-2.0,0.6972094045264777
2021-02-18 00:00:00,18642,368.0,18207.0,67.0,68666,47840,2184,1.0,0.63,151.0,1.0,245.0,401.0,0.0,0.6967057932601287
2021-02-19 00:00:00,18813,370.0,18369.0,74.0,69274,48155,2306,1.0,0.6629999999999999,171.0,2.0,315.0,608.0,0.0,0.6951381470681641
2021-02-20 00:00:00,18931,370.0,18486.0,75.0,69600,48321,2348,1.0,0.6409999999999999,118.0,0.0,166.0,326.0,0.0,0.6942672413793104
2021-02-21 00:00:00,18949,370.0,18507.0,72.0,69677,48332,2396,2.0,0.652,18.0,0.0,11.0,77.0,1.0,0.693657878496491
2021-02-22 00:00:00,18963,370.0,18523.0,70.0,69825,48366,2496,2.0,0.6409999999999999,14.0,0.0,34.0,148.0,0.0,0.6926745435016112
2021-02-23 00:00:00,19123,373.0,18679.0,71.0,70412,48686,2603,2.0,0.652,160.0,3.0,320.0,587.0,0.0,0.6914446401181616
2021-02-24 00:00:00,19232,375.0,18788.0,69.0,70823,48912,2679,3.0,0.674,109.0,2.0,226.0,411.0,1.0,0.6906231026643886
2021-02-25 00:00:00,19359,379.0,18909.0,71.0,71229,49153,2717,2.0,0.696,127.0,4.0,241.0,406.0,-1.0,0.6900700557357257
2021-02-26 00:00:00,19484,381.0,19039.0,64.0,71503,49280,2739,3.0,0.652,125.0,2.0,127.0,274.0,1.0,0.6892018516705593
2021-02-27 00:00:00,19613,384.0,19155.0,74.0,71878,49423,2842,3.0,0.685,129.0,3.0,143.0,375.0,0.0,0.6875956481816411
2021-02-28 00:00:00,19632,386.0,19173.0,73.0,71984,49439,2913,4.0,0.7070000000000001,19.0,2.0,16.0,106.0,1.0,0.6868054012002667
2021-03-01 00:00:00,19657,387.0,19200.0,70.0,72133,49458,3018,4.0,0.674,25.0,1.0,19.0,149.0,0.0,0.6856501185310468
2021-03-02 00:00:00,19830,390.0,19371.0,69.0,72683,49672,3181,4.0,0.7170000000000001,173.0,3.0,214.0,550.0,0.0,0.6834060234167549
2021-03-03 00:00:00,19949,392.0,19484.0,73.0,73033,49871,3213,3.0,0.696,119.0,2.0,199.0,350.0,-1.0,0.6828556953705859
2021-03-04 00:00:00,20069,394.0,19603.0,72.0,73374,50645,2660,4.0,0.772,120.0,2.0,774.0,341.0,1.0,0.6902308719709979
2021-03-05 00:00:00,20237,397.0,19771.0,69.0,73885,50829,2819,2.0,0.696,168.0,3.0,184.0,511.0,-2.0,0.6879474859579076
2021-03-06 00:00:00,20393,398.0,19920.0,75.0,74317,51052,2872,2.0,0.685,156.0,1.0,223.0,432.0,0.0,0.6869491502617167
2021-03-07 00:00:00,20421,398.0,19938.0,85.0,74439,51078,2940,3.0,0.75,28.0,0.0,26.0,122.0,1.0,0.686172570829807
2021-03-08 00:00:00,20499,401.0,20025.0,73.0,74654,51118,3037,3.0,0.7609999999999999,78.0,3.0,40.0,215.0,0.0,0.6847322313606773
2021-03-09 00:00:00,20672,404.0,20195.0,73.0,75169,51354,3143,4.0,0.772,173.0,3.0,236.0,515.0,1.0,0.683180566456917
2021-03-10 00:00:00,20832,408.0,20350.0,74.0,75587,51567,3188,3.0,0.7929999999999999,160.0,4.0,213.0,418.0,-1.0,0.6822204876499928
2021-03-11 00:00:00,21051,411.0,20568.0,72.0,76096,51782,3263,4.0,0.772,219.0,3.0,215.0,509.0,1.0,0.6804825483599664
2021-03-11 12:26:00,21051,411.0,20568.0,72.0,76096,51782,3263,0.0,0.772,0.0,0.0,0.0,0.0,-4.0,0.6804825483599664
2021-03-12 12:56:00,21301,414.0,20812.0,75.0,76632,51982,3349,0.0,0.772,250.0,3.0,200.0,536.0,0.0,0.6783328113581794
2021-03-13 13:47:00,21453,417.0,20949.0,87.0,77158,52294,3411,0.0,0.8151999999999999,152.0,3.0,312.0,526.0,0.0,0.6777521449493248
2021-03-14 13:50:00,21474,418.0,20974.0,82.0,77315,52305,3536,0.0,0.7935,21.0,1.0,11.0,157.0,0.0,0.6765181400763112
2021-03-15 13:18:00,21519,420.0,21010.0,89.0,77516,52342,3655,0.0,0.848,45.0,2.0,37.0,201.0,0.0,0.6752412405180865
2021-03-16 12:07:00,21846,425.0,21321.0,100.0,78333,52732,3755,0.0,0.815,327.0,5.0,390.0,817.0,0.0,0.6731773326695007
2021-03-17 12:34:00,21978,428.0,21441.0,109.0,78819,52987,3854,0.0,0.902,132.0,3.0,255.0,486.0,0.0,0.672261764295411
2021-03-18 12:39:00,22172,428.0,21640.0,104.0,79475,53232,4071,0.0,0.772,194.0,0.0,245.0,656.0,0.0,0.6697955331865366
2021-03-19 13:03:00,22369,430.0,21831.0,108.0,79968,53565,4034,0.0,0.815,197.0,2.0,333.0,493.0,0.0,0.6698304321728692
2021-03-20 14:49:00,22527,433.0,21986.0,108.0,80516,53792,4197,0.0,0.9022,158.0,3.0,227.0,548.0,0.0,0.6680908142480998
2021-03-21 14:37:00,22611,435.0,22070.0,106.0,80750,53899,4240,0.0,0.9239,84.0,2.0,107.0,234.0,0.0,0.6674798761609907
2021-03-22 12:17:00,22691,440.0,22140.0,111.0,81076,53981,4404,0.0,0.924,80.0,5.0,82.0,326.0,0.0,0.6658073905964774
2021-03-23 12:58:00,22958,450.0,22399.0,109.0,81816,54273,4585,0.0,0.8909999999999999,267.0,10.0,292.0,740.0,0.0,0.6633543561161631
2021-03-24 12:36:00,23153,460.0,22579.0,114.0,82362,54636,4573,0.0,0.9570000000000001,195.0,10.0,363.0,546.0,0.0,0.6633641727981351
2021-03-25 13:19:00,23361,467.0,22779.0,115.0,82934,54992,4581,0.0,0.9570000000000001,208.0,7.0,356.0,572.0,0.0,0.6630814864832276
2021-03-26 12:38:00,23603,471.0,23009.0,123.0,83536,55328,4605,0.0,0.9890000000000001,242.0,4.0,336.0,602.0,0.0,0.6623252250526719
2021-03-27 18:44:00,23760,476.0,23165.0,119.0,84027,55494,4773,0.0,0.9129999999999999,157.0,5.0,166.0,491.0,0.0,0.6604305758863223
2021-03-28 20:32:00,23870,481.0,23272.0,117.0,84290,55590,4830,0.0,0.88,110.0,5.0,96.0,263.0,0.0,0.6595088385336338
2021-03-29 13:01:00,23964,491.0,23352.0,121.0,84555,55660,4931,0.0,0.88,94.0,10.0,70.0,265.0,0.0,0.6582697652415588
2021-03-30 12:32:00,24211,497.0,23590.0,124.0,85021,55963,4847,0.0,0.9129999999999999,247.0,6.0,303.0,466.0,0.0,0.6582256148480964
2021-03-31 12:05:00,24379,503.0,23750.0,126.0,85498,56271,4848,0.0,0.902,168.0,6.0,308.0,477.0,0.0,0.6581557463332476
2021-04-01 16:16:00,24567,509.0,23923.0,135.0,85982,56554,4861,0.0,0.8909999999999999,188.0,6.0,283.0,484.0,0.0,0.6577423181596148
2021-04-02 12:48:00,24694,511.0,24049.0,134.0,86474,56720,5060,0.0,0.902,127.0,2.0,166.0,492.0,0.0,0.6559196984064575
2021-04-03 14:08:00,24853,520.0,24198.0,135.0,86801,56823,5125,0.0,0.9457,159.0,9.0,103.0,327.0,0.0,0.6546353152613449
2021-04-04 13:29:00,24914,526.0,24257.0,131.0,86979,56915,5150,0.0,0.9565,61.0,6.0,92.0,178.0,0.0,0.6543533496591131
2021-04-05 13:19:00,24944,530.0,24282.0,132.0,87102,56930,5228,0.0,0.9109999999999999,30.0,4.0,15.0,123.0,0.0,0.6536015246492618
2021-04-06 13:09:00,25156,539.0,24501.0,116.0,87692,57228,5308,0.0,0.782,212.0,9.0,298.0,590.0,0.0,0.6526022898325959
2021-04-07 12:21:00,25321,540.0,24642.0,139.0,88133,57478,5334,0.0,0.782,165.0,1.0,250.0,441.0,0.0,0.6521734197179263
2021-04-08 12:41:00,25480,546.0,24798.0,136.0,88700,57763,5457,0.0,0.8119,159.0,6.0,285.0,567.0,0.0,0.6512175873731679
2021-04-09 12:46:00,25632,549.0,24944.0,139.0,89130,58005,5493,0.0,0.762,152.0,3.0,242.0,430.0,0.0,0.6507909794681925
